Unique ID;Author's Sample Name;Latitude;Longitude;pH;Referenced Data;Ia;Ib;Ic;IIa_5me;IIa_6me;IIb_5me;IIb_6me;IIc_5me;IIc_6me;IIIa_5me;IIIa_6me;IIIb_5me;IIIb_6me;IIIc_5me;IIIc_6me;Sample type
Soil-285;NES-95;46.8944444;119.962778;6.56;Wang et al., 2016;0.1995568;0.091995;0.017570443;0.203405811;0.218204152;0.064676475;0.056397319;0.009120604;0.00269863;0.064648593;0.064340781;0.002368399;0.005016588;0;0;Soil
Soil-286;NES-96;46.8944444;119.962778;6.383333333;Wang et al., 2016;0.2124003;0.090411;0.015920565;0.24405676;0.188408047;0.061930414;0.048994588;0.00888958;0.00200662;0.066921412;0.053912383;0.002156201;0.003991972;0;0;Soil
Soil-287;WLPS-1;35.3561111;107.685;7.82;Wang et al., 2016;0.1318718;0.059722;0.005991364;0.096800295;0.373460732;0.029416448;0.069512996;0;0;0.057848751;0.161333555;0.003479065;0.010562487;0;0;Soil
Soil-288;WLPS-2;35.3544444;107.683889;7.916666667;Wang et al., 2016;0.1299397;0.069115;0.008193972;0.067630393;0.400285723;0.026066146;0.073661745;0;0;0.037265656;0.187842055;0;0;0;0;Soil
Soil-289;WLPS-3;35.3544444;107.683889;8;Wang et al., 2016;0.1609267;0.108784;0.011093806;0.025471894;0.391304485;0.019363175;0.102411204;0;0;0.022834074;0.157810153;0;0;0;0;Soil
Soil-290;WLPS-5;35.5994444;106.016667;7.883333333;Wang et al., 2016;0.0865786;0.031992;0;0.063144845;0.38991915;0.033139505;0.038999965;0;0;0.080537048;0.275688483;0;0;0;0;Soil
Soil-291;WLPS-7;35.7858333;104.303611;8.016666667;Wang et al., 2016;0.0824911;0.031902;0.016395219;0.037150876;0.412913305;0.014779485;0.06153055;0;0;0.043631082;0.288096724;0.001635361;0.009474573;0;0;Soil
Soil-292;WLPS-13;37.5002778;102.876389;8.306666667;Wang et al., 2016;0.066991;0.011401;0;0.025678106;0.429905569;0.005150363;0.026896081;0;0;0.034640346;0.399338011;0;0;0;0;Soil
Soil-293;WLPS-41;40.6230556;107.040833;8.616666667;Wang et al., 2016;0.1008027;0.022184;0;0.011079413;0.503677292;0.013482671;0.051504129;0;0;0.017674047;0.279595734;0;0;0;0;Soil
Soil-294;WLPS-46;41.4097222;109.963056;8.103333333;Wang et al., 2016;0.0966642;0.028733;0.006109049;0.049748501;0.443073654;0.017347631;0.057762768;0.001211748;0.00600628;0.04501716;0.233959925;0.00443277;0.00993294;0;0;Soil
Soil-295;WLPS-47;41.41;109.963056;8.143333333;Wang et al., 2016;0.1051556;0.027018;0.00499981;0.054037711;0.453705436;0.019888651;0.053615945;0.001250198;0.00477785;0.037129063;0.223303596;0.00467177;0.010445895;0;0;Soil
Soil-296;WLPS-49;41.0872222;110.046667;8.1;Wang et al., 2016;0.1268588;0.029877;0.011579983;0.019557778;0.535980726;0.021363109;0.037532434;0.001907004;0.0039136;0.019317824;0.181412813;0.003119563;0.007579097;0;0;Soil
Soil-297;WLPS-50;41.0872222;110.046667;8.206666667;Wang et al., 2016;0.1342237;0.030566;0.008257826;0.047123233;0.517449364;0.015830492;0.044417278;0.001438757;0.00331605;0.022940272;0.174436609;0;0;0;0;Soil
Soil-298;WLPS-51;41.0872222;110.046667;8.11;Wang et al., 2016;0.1169292;0.029266;0.004872813;0.053055972;0.472298125;0.020063034;0.04761393;0;0;0.038157494;0.217743389;0;0;0;0;Soil
Soil-299;WLPS-52;40.3283333;110.068333;7.82;Wang et al., 2016;0.1107194;0.044073;0.009975819;0.045946777;0.410530067;0.037214787;0.054962774;0.00279784;0.00759963;0.051334308;0.208664099;0.00537599;0.010805601;0;0;Soil
Soil-300;WLPS-53;40.3283333;110.068333;7.83;Wang et al., 2016;0.0954768;0.034982;0.007008889;0.071672489;0.397139637;0.02776594;0.056083701;0;0;0.053707275;0.238658362;0.006803816;0.010700898;0;0;Soil
Soil-301;WLPS-54;40.3283333;110.068333;7.933333333;Wang et al., 2016;0.0806451;0.028258;0;0.058535076;0.38065834;0.024468375;0.076206692;0;0;0.052066064;0.299162265;0;0;0;0;Soil
Soil-302;WLPS-56;39.9277778;109.981667;8.163333333;Wang et al., 2016;0.1241305;0.059725;0.010894119;0.025251523;0.435476419;0.056888114;0.063699606;0;0;0.022849904;0.201084851;0;0;0;0;Soil
Soil-303;WLPS-57;39.9275;109.981944;8.01;Wang et al., 2016;0.1306858;0.052069;0.010593775;0.027473701;0.454978755;0.051773107;0.048033635;0;0;0.018733039;0.205659077;0;0;0;0;Soil
Soil-304;WLPS-58;40.2419444;109.987778;8.276666667;Wang et al., 2016;0.1251586;0.045408;0.006693711;0.051326092;0.454761416;0.028323465;0.04459375;0;0;0.030977092;0.212758379;0;0;0;0;Soil
Soil-305;WLPS-59;40.2419444;109.985556;8.036666667;Wang et al., 2016;0.1058729;0.027533;0;0.062007255;0.472494282;0.017715262;0.035205843;0;0;0.041057294;0.238114415;0;0;0;0;Soil
Soil-306;WLPS-60;40.2419444;109.985278;7.963333333;Wang et al., 2016;0.1088142;0.028237;0;0.053364834;0.486741606;0.018218629;0.036066106;0;0;0.031340994;0.237216163;0;0;0;0;Soil
Soil-307;WLPS-62;39.4644444;109.817778;8.22;Wang et al., 2016;0.1203207;0.040861;0.006158187;0.024363626;0.492033863;0.018703936;0.047471193;0;0;0.017756265;0.232330768;0;0;0;0;Soil
Soil-308;WLPS-63;39.4644444;109.818333;8.053333333;Wang et al., 2016;0.1258403;0.044976;0.006684675;0.036412964;0.469518514;0.01735547;0.053396431;0;0;0.017326148;0.228489913;0;0;0;0;Soil
Soil-309;WLPS-64;38.9355556;109.743056;7.513333333;Wang et al., 2016;0.1189525;0.04517;0.004821018;0.075606092;0.417852768;0.016758642;0.065513493;0;0;0.044972407;0.210352785;0;0;0;0;Soil
Soil-310;WLPS-65;38.9352778;109.742778;8.276666667;Wang et al., 2016;0.1306677;0.032039;0.002364698;0.064531296;0.408625394;0.013984058;0.084072405;0;0;0.034133287;0.216160089;0.002387357;0.011034794;0;0;Soil
Soil-311;WLPS-66;38.9352778;109.742778;7.823333333;Wang et al., 2016;0.1221313;0.030647;0;0.075816667;0.455653646;0.018813542;0.044708854;0;0;0.037331771;0.214897396;0;0;0;0;Soil
Soil-312;WLPS-67;38.5516667;109.657778;7.723333333;Wang et al., 2016;0.1135853;0.037748;0;0.024832648;0.476863585;0.029021065;0.044998974;0;0;0.025172568;0.247777901;0;0;0;0;Soil
Soil-313;WLPS-68;38.5516667;109.657778;7.996666667;Wang et al., 2016;0.1326693;0.035548;0;0.087816294;0.430390216;0.035059762;0.031023951;0;0;0.053184453;0.194307757;0;0;0;0;Soil
Soil-314;WLPS-70;38.1825;109.435;8.306666667;Wang et al., 2016;0.132673;0.039787;0.008161257;0.02777627;0.479696965;0.019261245;0.035420873;0;0;0.016896008;0.240326959;0;0;0;0;Soil
Soil-315;WLPS-72;38.1819444;109.434722;7.75;Wang et al., 2016;0.1317364;0.046516;0.005256798;0.095925706;0.394231488;0.01796039;0.061771873;0;0;0.047362184;0.199239674;0;0;0;0;Soil
Soil-316;WLPS-73;37.7230556;109.147778;8.42;Wang et al., 2016;0.1196182;0.022778;0;0.052039335;0.494318781;0.028122877;0.023445697;0;0;0.022264986;0.237412004;0;0;0;0;Soil
Soil-317;WLPS-74;37.7230556;109.147778;8.396666667;Wang et al., 2016;0.1149431;0.018681;0;0.014748042;0.543884306;0.01531152;0.023513842;0;0;0.018521916;0.250396582;0;0;0;0;Soil
Soil-318;WLPS-75;37.7227778;109.148056;8.483333333;Wang et al., 2016;0.1225798;0.033003;0;0.041043174;0.491976106;0.027559613;0.039123889;0;0;0.027176922;0.217537759;0;0;0;0;Soil
Soil-319;WLPS-76;37.5002778;108.865;8.273333333;Wang et al., 2016;0.1288767;0.065022;0.006243519;0.024954467;0.412918798;0.016206513;0.077424215;0;0;0.021649266;0.246704401;0;0;0;0;Soil
Soil-320;WLPS-77;37.5005556;108.865556;8.196666667;Wang et al., 2016;0.120621;0.061202;0.006671729;0.043012511;0.390744642;0.051193205;0.067408609;0;0;0.032943155;0.226203627;0;0;0;0;Soil
Soil-321;WLPS-79;37.0772222;108.865556;8.3;Wang et al., 2016;0.1352654;0.064199;0.007080614;0.038571044;0.437688837;0.020946991;0.069813532;0;0;0.027726891;0.198707849;0;0;0;0;Soil
Soil-322;WLPS-80;37.0775;109.081944;8.1;Wang et al., 2016;0.1248308;0.051291;0;0.05759203;0.442416376;0.031646771;0.04970964;0;0;0.041094686;0.201418628;0;0;0;0;Soil
Soil-323;WLPS-82;36.6897222;109.415833;8.07;Wang et al., 2016;0.135345;0.062485;0.007382001;0.071877171;0.365796439;0.031137113;0.093113991;0.002329481;0.00601221;0.042443874;0.164049809;0.00408531;0.01394231;0;0;Soil
Soil-324;WLPS-83;36.6897222;109.415556;8.133333333;Wang et al., 2016;0.1505906;0.056136;0;0.030860341;0.458111381;0.016915469;0.066737346;0;0;0.02897326;0.191675242;0;0;0;0;Soil
Soil-325;WLPS-84;36.69;109.416111;8.043333333;Wang et al., 2016;0.1351648;0.049954;0.005015031;0.097480321;0.399286503;0.029355835;0.065128915;0;0;0.050517482;0.168096834;0;0;0;0;Soil
Soil-326;WLPS-85;36.2361111;109.3775;8.03;Wang et al., 2016;0.1454941;0.072565;0.006048182;0.036070493;0.445815647;0.020224003;0.075860173;0;0;0.018271341;0.179650519;0;0;0;0;Soil
Soil-327;WLPS-86;36.2358333;109.377222;8.026666667;Wang et al., 2016;0.1460491;0.054412;0;0.054937176;0.441333477;0.01424445;0.079894701;0;0;0.020027181;0.18910229;0;0;0;0;Soil
Soil-328;WLPS-87;36.2361111;109.3775;8.023333333;Wang et al., 2016;0.1365998;0.065495;0.005939402;0.039359182;0.44576187;0.015550759;0.0756745;0;0;0.019752838;0.180234344;0.003375763;0.012256025;0;0;Soil
Soil-329;WLPS-88;35.7116667;109.4175;7.98;Wang et al., 2016;0.1269605;0.075521;0.011089268;0.072707569;0.346883542;0.045198783;0.098417211;0.002844687;0.00435681;0.045066002;0.155345251;0.003494173;0.012114938;0;0;Soil
Soil-330;WLPS-89;35.7116667;109.417222;8.143333333;Wang et al., 2016;0.1145701;0.058223;0.00603951;0.049121584;0.418548945;0.023334027;0.0796426;0;0;0.035704056;0.199182519;0.004365777;0.011267857;0;0;Soil
Soil-331;WLPS-90;35.7086111;109.419722;8.1;Wang et al., 2016;0.1667045;0.095023;0.008182369;0.060246943;0.365166307;0.025267208;0.089011995;0.002898694;0.00555097;0.034196363;0.131970079;0.004177485;0.011603813;0;0;Soil
Soil-332;WLPS-91;35.3891667;109.133056;7.603333333;Wang et al., 2016;0.1578008;0.096434;0.025709941;0.072222133;0.335976716;0.035645357;0.100907563;0.002363342;0.00590658;0.03082904;0.121558083;0.004328445;0.010317923;0;0;Soil
Soil-333;WLPS-92;35.3891667;109.133056;7.586666667;Wang et al., 2016;0.1451128;0.110249;0.026436873;0.0799861;0.297811272;0.047164511;0.11917241;0.001513848;0.00582586;0.037105112;0.111874914;0.003501185;0.014246107;0;0;Soil
Soil-334;WLPS-93;34.2408333;109.124444;7.81;Wang et al., 2016;0.1417012;0.061875;0.008899751;0.066471459;0.426358139;0.011523242;0.097101683;0;0;0.022413677;0.163655647;0;0;0;0;Soil
Soil-335;WLPS-94;34.2416667;109.125278;7.836666667;Wang et al., 2016;0.1615195;0.090942;0.018335068;0.030372499;0.421037498;0.007668885;0.120718966;0;0;0.017084129;0.132321509;0;0;0;0;Soil
Soil-336;WLPS-95;34.2394444;109.123889;7.756666667;Wang et al., 2016;0.1607248;0.094925;0.024725853;0.043551644;0.382014108;0.022168528;0.115796661;0.002611333;0.00658563;0.023353324;0.123542971;0;0;0;0;Soil
Soil-337;WLPS-96;34.2397222;109.123889;7.883333333;Wang et al., 2016;0.1697876;0.093242;0.024617984;0.053086392;0.368477496;0.025817412;0.105089813;0.003696139;0.00584869;0.022195563;0.11460698;0.003900777;0.009633378;0;0;Soil
Soil-338;WLPS-97;34.2388889;109.123611;7.806666667;Wang et al., 2016;0.1590401;0.165177;0.028052157;0.056788872;0.238036301;0.048570891;0.158485588;0.003150252;0.00841967;0.026790781;0.084829075;0.004891713;0.017767452;0;0;Soil
Soil-339;P756;35.35;100.93;7.75;Ding et al., 2015;0.06484812;0.0283577;0.01054736;0.05196242;0.33613452;0.04818978;0.0892005;0.00519548;0;0.05840527;0.27248799;0.01518972;0.01287044;0.00661069;0;Soil
Soil-340;P760;34.54;100.22;7.5;Ding et al., 2015;0.10023857;0.04506381;0;0.15556481;0.30060211;0;0.18173212;0;0;0.06002196;0.15677661;0;0;0;0;Soil
Soil-341;P765;33.03;96.92;7.63;Ding et al., 2015;0.12553894;0.0629911;0.01124173;0.06711558;0.23294053;0.04226494;0.14745183;0.00221314;0.00346746;0.06256356;0.20259792;0.02215338;0.01325839;0.0042015;0;Soil
Soil-342;P773;33.95;95.7;7.14;Ding et al., 2015;0.08333875;0;0;0.16225704;0.28642007;0.03165832;0.13391406;0;0;0.07313268;0.22927907;0;0;0;0;Soil
Soil-343;P775;34.1;96.2;7.18;Ding et al., 2015;0.10951446;0.05544643;0.01037251;0.0981426;0.28874186;0.04417795;0.08952755;0;0;0.08167063;0.22240601;0;0;0;0;Soil
Soil-344;P782;36.86;101.02;7.81;Ding et al., 2015;0.04966876;0.02849086;0.00511367;0.16419348;0.21415638;0.07415503;0.06923025;0.00167308;0.0025366;0.04684342;0.31462457;0.01296364;0.01275315;0.0014464;0;Soil
Soil-345;P787;37.28;98.39;7.98;Ding et al., 2015;0.07362487;0.03018339;0.00467524;0.04485506;0.36996376;0.03738453;0.06303172;0;0;0.04099379;0.29159703;0.02094878;0.01601573;0.00672609;0;Soil
Soil-346;P796;37.45;95.5;7.96;Ding et al., 2015;0.06581198;0.02726372;0;0.07276134;0.24473079;0.06164018;0.10187676;0.00543532;0;0.09340246;0.29961768;0.02098968;0.00647009;0;0;Soil
Soil-347;P801;35.13;93.04;8.04;Ding et al., 2015;0.06398115;0.01276796;0;0.06303887;0.31858657;0.0571967;0.06784452;0;0;0.081649;0.33493522;0;0;0;0;Soil
Soil-348;P802;33.73;92.1;7.66;Ding et al., 2015;0.07571086;0.01199041;0;0.11524495;0.24857828;0.13134635;0.06461117;0;0;0.09146968;0.2610483;0;0;0;0;Soil
Soil-349;P804;33.32;91.88;7.65;Ding et al., 2015;0.09967605;0.01657114;0;0.10926987;0.27909295;0.05282831;0.0731373;0;0;0.11026663;0.25915774;0;0;0;0;Soil
Soil-350;P816;32.19;91.68;7.67;Ding et al., 2015;0.16439366;0.03010198;0;0.10308392;0.44403489;0;0;0;0;0.04976041;0.13576606;0.02555597;0.04730311;0;0;Soil
Soil-351;P817;29.28;90.64;7.81;Ding et al., 2015;0.2821956;0.01822109;0.00166882;0.29012651;0.24236818;0.01478828;0.01616044;0.00204998;0.00072152;0.0835392;0.04414587;0.00171835;0.00229615;0;0;Soil
Soil-352;P818;29.19;90.62;6.52;Ding et al., 2015;0.26966572;0.02362589;0;0.30477715;0.23942915;0.01705679;0.01486363;0;0;0.09397347;0.03660818;0;0;0;0;Soil
Soil-353;P819;29.2;90.62;6.74;Ding et al., 2015;0.27084002;0.03156768;0;0.255939;0.26318887;0.02030498;0.02691279;0;0;0.0776886;0.05355805;0;0;0;0;Soil
Soil-354;P820;29.21;90.64;6.46;Ding et al., 2015;0.24251377;0.04261029;0.00514627;0.21582063;0.23921162;0.02145377;0.03528764;0.00289045;0;0.10354388;0.08078155;0.00267692;0.00547341;0.00155285;0;Soil
Soil-355;P821;29.22;90.63;6.87;Ding et al., 2015;0.22776864;0.05394039;0;0.19650149;0.29901871;0.0226123;0.03279088;0;0;0.09410617;0.07326141;0;0;0;0;Soil
Soil-356;P831;29.23;90.63;7.09;Ding et al., 2015;0.03744397;0.02860835;0.01268102;0.04217701;0.31766529;0.05921467;0.06883757;0.004181;0.00561126;0.05634788;0.31821418;0.01521848;0.02435834;0.00730499;0;Soil
Soil-357;P833;28.24;88.77;7.86;Ding et al., 2015;0.09989783;0.11623024;0.01092851;0.10327123;0.21579612;0.07374699;0.12556583;0.00721454;0.00900794;0.05544227;0.15102474;0.00493184;0.02250153;0.00444038;0;Soil
Soil-358;P851;28.95;87.44;7.06;Ding et al., 2015;0.08222674;0.01695851;0.00521979;0.07686312;0.34994386;0.0467693;0.03420005;0;0;0.09708341;0.24815104;0.01778904;0.01711626;0.00547498;0;Soil
Soil-359;P858;29.55;84.64;8.13;Ding et al., 2015;0.15129849;0.02349179;0;0.22162316;0.24382566;0.02751034;0.04825612;0.00718316;0;0.12239841;0.15441287;0;0;0;0;Soil
Soil-360;P859;29.44;85.67;7.15;Ding et al., 2015;0.21894549;0.01658389;0;0.29024744;0.24515449;0.02020246;0.01186657;0.00646069;0;0.12424735;0.06629162;0;0;0;0;Soil
Soil-361;P860;29.21;88.27;7.69;Ding et al., 2015;0.24055504;0.01805613;0;0.31981048;0.2114455;0.01756037;0.01219141;0;0;0.1192888;0.05767822;0.00341405;0;0;0;Soil
Soil-362;P861;29.9;90.13;6.77;Ding et al., 2015;0.24414768;0.02220477;0;0.28337261;0.27245352;0;0;0;0;0.12686567;0.05095575;0;0;0;0;Soil
Soil-363;P862;29.89;90.12;6.36;Ding et al., 2015;0.2540369;0.02156303;0.00119418;0.35262814;0.19309907;0.01455712;0.00911758;0.00081371;0.0001095;0.10777217;0.04510862;0;0;0;0;Soil
Soil-364;P863;29.87;90.12;6.22;Ding et al., 2015;0.22146974;0.037777;0.0024446;0.20334393;0.30340853;0.02550929;0.02878366;0;0;0.10619597;0.07106728;0;0;0;0;Soil
Soil-365;Colombia-12;29.84;90.06;6.58;De Jonge et al., 2014;0.81350482;0.0307717;0.00691318;0.10803859;0.025209;0.00284887;0.0019164;0.00134405;0;0.0044373;0.00246302;0;0;0.00273955;0;Soil
Soil-366;Colombia-14;29.8;90.03;6.27;De Jonge et al., 2014;0.404;0.03434286;0.00834286;0.36914286;0.02445714;0.03154286;0.00162857;0.00227429;0;0.11257143;0.0072;0.00354286;0.00069143;0.00134286;0;Soil
Soil-367;Colombia-7;29.71;89.96;6.76;De Jonge et al., 2014;0.95180723;0.01114458;0.01325301;0.01578313;0.00120482;0.00075301;0;0.00115663;0;0.00077711;0;0;0;0;0;Soil
Soil-368;Colombia-9;-1.47;-72.22;3.8;De Jonge et al., 2014;0.96946565;0.00778626;0.00679389;0.01221374;0.00088931;0;0;0.00027099;0;0;0;0;0;0;0;Soil
Soil-369;Ecuador-19;-2.12;-78.72;6.6;De Jonge et al., 2014;0.30291262;0.13009709;0.06048544;0.12912621;0.17669903;0.03271845;0.08009709;0.01805825;0;0.02776699;0.04165049;0;0;0;0;Soil
Soil-370;Ecuador-6;-0.52;-76.93;4.9;De Jonge et al., 2014;0.86394558;0.05571429;0.01258503;0.04319728;0.01857143;0.0017551;0.00289116;0;0;0.00146259;0.00115646;0;0;0;0;Soil
Soil-371;Ecuador-7;-0.32;-76.83;4.6;De Jonge et al., 2014;0.89719626;0.03808411;0.01364486;0.02953271;0.01537383;0.00188785;0.00315421;0.00136449;0;0.00074299;0.00123832;0;0;0;0;Soil
Soil-372;Egypt-1;28.53;33.97;7.6;De Jonge et al., 2014;0.33695652;0.24565217;0.04188406;0.01942029;0.2115942;0.01615942;0.08188406;0.00225362;0.00607971;0.0042971;0.03014493;0.00118116;0.00560145;0;0;Soil
Soil-373;Finland-2;61.24;34.1;3.7;De Jonge et al., 2014;0.71328671;0;0;0.26433566;0;0;0;0;0;0.02426573;0;0;0;0;0;Soil
Soil-374;France-15;45.05;2.55;4.7;De Jonge et al., 2014;0.44393939;0.02037879;0.00612879;0.37878788;0.04090909;0.00810606;0.00318939;0.00186364;0;0.09166667;0.00878788;0;0;0;0;Soil
Soil-375;France-TESO1;42.56;1.98;4.9;De Jonge et al., 2014;0.39344262;0.02338798;0.01409836;0.39344262;0.03989071;0.01079781;0.00227322;0.00145355;0;0.1147541;0.00616393;0;0;0;0;Soil
Soil-376;France-TESO10;42.5;2.4;6.5;De Jonge et al., 2014;0.18728814;0.03457627;0.01084746;0.18220339;0.19237288;0.02127119;0.01847458;0.00428814;0.00137288;0.09915254;0.23813559;0.00275424;0.00385593;0;0;Soil
Soil-377;France-TESO11;42.6;2.4;6.8;De Jonge et al., 2014;0.16173913;0.05426087;0.0126087;0.14695652;0.21130435;0.03043478;0.03782609;0.00465217;0.0028;0.08052174;0.24347826;0.00335652;0.0081913;0;0;Soil
Soil-378;France-TESO12;42.5;2.3;6.6;De Jonge et al., 2014;0.17539063;0.0515625;0.01068359;0.16640625;0.22460938;0.03066406;0.034375;0.00240234;0.00265625;0.08007813;0.2109375;0.00292969;0.00505859;0;0;Soil
Soil-379;France-TESO13;42.6;2.4;6.3;De Jonge et al., 2014;0.18092105;0.1125;0.02125;0.18026316;0.17697368;0.08618421;0.07368421;0.01006579;0.00426974;0.06842105;0.07236842;0.00331579;0.01039474;0;0;Soil
Soil-380;France-TESO14;42.6;2.4;7.7;De Jonge et al., 2014;0.13897937;0.04353963;0.01042345;0.1422367;0.25841477;0.02421281;0.0534202;0;0;0.07100977;0.2432139;0.00361564;0.01073833;0;0;Soil
Soil-381;France-TESO14B;42.6;2.4;7.8;De Jonge et al., 2014;0.14216418;0.06548507;0.00785448;0.0983209;0.25559701;0.03955224;0.09570896;0.00266791;0.00501866;0.05690299;0.20149254;0.00447761;0.01996269;0;0.00335821;Soil
Soil-382;France-TESO15;42.7;2.5;6.4;De Jonge et al., 2014;0.18571429;0.05006803;0.01278912;0.17891156;0.19659864;0.02646259;0.04544218;0.00363265;0.00263265;0.09251701;0.19387755;0.00312245;0.00945578;0;0;Soil
Soil-383;France-TESO16;42.6;2.3;6.4;De Jonge et al., 2014;0.20791855;0.07013575;0.02040724;0.22579186;0.17579186;0.03642534;0.03303167;0.00522624;0.00276018;0.09615385;0.11855204;0.00230769;0.00545249;0;0;Soil
Soil-384;France-TESO18;42.7;2.3;5.5;De Jonge et al., 2014;0.4335;0.0198;0.003855;0.351;0.0505;0.0089;0.003335;0.00206;0;0.112;0.01345;0;0;0;0;Soil
Soil-385;France-TESO19;42.7;2.6;7.9;De Jonge et al., 2014;0.14333333;0.08142857;0.01452381;0.04019048;0.32714286;0.04314286;0.11238095;0;0;0.03352381;0.18047619;0.00585714;0.01733333;0;0;Soil
Soil-386;France-TESO2;42.56;2.39;6.7;De Jonge et al., 2014;0.32585034;0.02098639;0.00598639;0.43197279;0.02758503;0.00989796;0.00384354;0.00445578;0;0.15918367;0.00812925;0.00060884;0;0.00052041;0;Soil
Soil-387;France-TESO22B;42.7;2.6;8.5;De Jonge et al., 2014;0.19664269;0.0793765;0.0136211;0.1470024;0.21127098;0.03908873;0.05827338;0.00465228;0.00338129;0.06954436;0.15995204;0.00374101;0.00966427;0.00104077;0.00179856;Soil
Soil-388;France-TESO24;42.7;2.7;7.8;De Jonge et al., 2014;0.19202363;0.04638109;0.01038405;0.15509601;0.21713442;0.02688331;0.05745938;0;0;0.0901034;0.18759232;0.00395864;0.01231905;0;0;Soil
Soil-389;France-TESO25;42.7;2.7;7.9;De Jonge et al., 2014;0.18207681;0.0742532;0.00668563;0.07339972;0.31009957;0.02162162;0.11450925;0.00203414;0.00678521;0.0341394;0.15931721;0;0.01550498;0;0;Soil
Soil-390;France-TESO26;42.7;2.7;7.3;De Jonge et al., 2014;0.15536332;0.09688581;0.02031142;0.14013841;0.20311419;0.05467128;0.08961938;0.00598616;0.00813149;0.07577855;0.12456747;0.00432526;0.01487889;0.00130796;0.00425606;Soil
Soil-391;France-TESO28;42.7;2.6;8.4;De Jonge et al., 2014;0.17300613;0.09337423;0.01361963;0.11030675;0.22699387;0.05889571;0.08306748;0.00235583;0.00312883;0.0595092;0.15092025;0.00440491;0.0203681;0;0;Soil
Soil-392;France-TESO3;42.67;2.61;7.9;De Jonge et al., 2014;0.38083832;0.02586826;0.00647904;0.43233533;0.02826347;0.01377246;0.00153293;0.00691018;0;0.09508982;0.00633533;0.00102275;0;0.00065868;0;Soil
Soil-393;France-TESO30;42.7;2.6;7.4;De Jonge et al., 2014;0.28534704;0.06632391;0.01041131;0.20257069;0.19614396;0.02930591;0.05501285;0;0;0.06478149;0.09100257;0;0;0;0;Soil
Soil-394;France-TESO31;42.7;2.8;7.5;De Jonge et al., 2014;0.17123288;0.14155251;0.00652968;0.03484018;0.25707763;0.01347032;0.15251142;0.00082648;0.00474886;0.03840183;0.15159817;0.00406393;0.02232877;0;0;Soil
Soil-395;France-TESO33;42.7;2.8;7.8;De Jonge et al., 2014;0.57777778;0.04533333;0.01724444;0.292;0;0.01364444;0.00782222;0.00377333;0.00086667;0.02764444;0.01155556;0;0.00135556;0;0;Soil
Soil-396;France-TESO34;42.7;2.8;8.1;De Jonge et al., 2014;0.1440613;0.13984674;0.03681992;0.13256705;0.12950192;0.09616858;0.10268199;0.00770115;0.0164751;0.06704981;0.0954023;0.00980843;0.02180077;0;0;Soil
Soil-397;France-TESO36;42.7;3;7.5;De Jonge et al., 2014;0.17709563;0.07201889;0.01083825;0.13459268;0.23848878;0.05749705;0.08028335;0.00318772;0.00808737;0.07142857;0.14757969;0;0;0;0;Soil
Soil-398;France-TESO4;;;;De Jonge et al., 2014;0.33942308;0.00796154;0.00133654;0.47115385;0;0.00497115;0.00089904;0.00170192;0;0.1625;0.00474038;0.00100962;0.00019327;0.00036442;0.00065865;Soil
Soil-399;France-TESO43;42.7;3;6.9;De Jonge et al., 2014;0.19439868;0.06359143;0.00787479;0.19769357;0.19934102;0.05271829;0.06293245;0.00352554;0.00301483;0.09390445;0.10181219;0.00637562;0.00945634;0.00131796;0.00131137;Soil
Soil-400;France-TESO43B;42.7;3;7.5;De Jonge et al., 2014;0.17570093;0.0582243;0.00791589;0.20934579;0.20841121;0.03719626;0.06570093;0.00221495;0.00440187;0.09345794;0.12242991;0.0041215;0.01074766;0.00076542;0.00171028;Soil
Soil-401;France-TESO47;42.6;2.3;7;De Jonge et al., 2014;0.22411348;0.11914894;0.0229078;0.09858156;0.2141844;0.05248227;0.08723404;0.00310638;0.0106383;0.03822695;0.10992908;0.00373759;0.01468085;0;0.00240426;Soil
Soil-402;France-TESO48;42.5;2.1;4.6;De Jonge et al., 2014;0.3552795;0.02795031;0.00776398;0.40248447;0.03627329;0.00952795;0.00332919;0.00356522;0;0.14161491;0.01183851;0;0;0;0;Soil
Soil-403;France-TESO49;42.5;2.1;4.8;De Jonge et al., 2014;0.38503401;0.0262585;0.01081633;0.43945578;0.01857143;0.01489796;0;0.00857143;0;0.09251701;0.0057551;0;0;0;0;Soil
Soil-404;France-TESO5;;;;De Jonge et al., 2014;0.40044248;0.04712389;0.00586283;0.31858407;0.05287611;0.01738938;0.00400442;0.00763274;0;0.11216814;0.0160177;0.00497788;0.00435841;0.01039823;0;Soil
Soil-405;France-TESO51;42.52;2.2;6.9;De Jonge et al., 2014;0.15960784;0.05117647;0.01264706;0.16215686;0.20196078;0.02941176;0.04313725;0.00496078;0.003;0.08490196;0.23333333;0.00301961;0.00952941;0.00091961;0.00201961;Soil
Soil-406;France-TESO6;;;;De Jonge et al., 2014;0.32791667;0.01608333;0.00775;0.42083333;0.06875;0.012375;0.00214167;0.00258333;0;0.1275;0.00954167;0.00067083;0;0.00040125;0.00080417;Soil
Soil-407;France-TESO7;42.6;2.3;7.5;De Jonge et al., 2014;0.13647799;0.13207547;0.03169811;0.08616352;0.16289308;0.12767296;0.10125786;0.01352201;0.00842767;0.05194969;0.1081761;0.00987421;0.02207547;0.00311321;0.00414465;Soil
